"No.","Time","Source","Destination","Protocol","Length","Info","rate"
"12426","5.240389","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"12428","5.240717","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12430","5.241045","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12432","5.241400","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12434","5.241927","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12436","5.242294","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12438","5.242477","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","54.0"
"12440","5.243317","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12442","5.243853","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12444","5.244202","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12446","5.244548","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12448","5.245102","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12450","5.245858","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12452","5.246252","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12454","5.247267","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12456","5.248078","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12458","5.248265","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12460","5.248833","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12462","5.249381","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12464","5.249713","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12466","5.250041","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12468","5.250794","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12470","5.250997","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12472","5.251348","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12474","5.252083","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12476","5.252622","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12478","5.253369","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12480","5.253813","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"12482","5.254023","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12484","5.254754","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12486","5.255085","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12488","5.255517","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"12490","5.256261","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12492","5.256705","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"12494","5.257449","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12496","5.258224","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12498","5.258491","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"12500","5.258754","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"12502","5.259486","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12504","5.259939","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"12506","5.260389","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"12508","5.260589","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12510","5.261740","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"12512","5.262181","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"12514","5.262613","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"12516","5.263081","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"12518","5.263495","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"12520","5.263695","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12522","5.265159","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12524","5.265903","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12526","5.266669","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12528","5.267104","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"12530","5.267536","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"12532","5.267873","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12534","5.268082","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12536","5.268831","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12538","5.269180","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12540","5.269800","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12542","5.270531","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12544","5.270734","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12546","5.271068","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12548","5.271803","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12550","5.272006","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12552","5.272202","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12554","5.272517","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12556","5.272727","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","54.0"
"12558","5.273467","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12560","5.273834","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12562","5.274026","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","54.0"
"12564","5.274196","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","54.0"
"12566","5.274937","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12568","5.276164","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12570","5.276495","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12572","5.276823","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12574","5.277024","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","54.0"
"12576","5.277800","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12578","5.278131","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12580","5.279210","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12582","5.279794","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12584","5.280369","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12586","5.280754","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12588","5.281850","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12590","5.282190","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12592","5.282735","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12594","5.283355","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12596","5.283687","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12598","5.284006","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12600","5.284542","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12602","5.284882","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12604","5.285427","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12606","5.286002","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12608","5.286541","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12610","5.287377","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"12612","5.287910","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12614","5.288458","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12616","5.288679","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12618","5.289238","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12620","5.289517","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"12622","5.289722","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12624","5.290003","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"12626","5.290535","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12628","5.291146","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12630","5.291350","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12632","5.291631","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"12634","5.292154","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12636","5.292442","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"12638","5.292965","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12640","5.293244","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"12642","5.294309","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12644","5.294615","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"12646","5.294878","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"12648","5.295401","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12650","5.295941","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12652","5.296480","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12654","5.296777","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"12656","5.296964","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12658","5.297487","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12660","5.297922","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"12662","5.298467","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12664","5.298773","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","24.0"
"12666","5.299228","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"12668","5.299755","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12670","5.300045","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"12672","5.300577","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12674","5.301040","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"12676","5.301273","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"12678","5.301692","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"12680","5.302237","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12682","5.302708","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"12684","5.303149","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"12686","5.303349","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12688","5.303560","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"12690","5.303979","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"12692","5.304402","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"12694","5.304826","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"12696","5.305258","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"12698","5.305449","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12700","5.305669","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"12702","5.306097","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"12704","5.306520","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"12706","5.306943","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"12708","5.307188","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12710","5.307408","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"12712","5.307845","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"12714","5.308679","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"12716","5.308903","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"12718","5.309091","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12720","5.309555","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"12722","5.309773","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12724","5.310192","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"12726","5.310383","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12728","5.311032","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"12730","5.311252","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"12732","5.311689","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"12734","5.311904","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"12736","5.312133","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"12738","5.312338","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12740","5.312576","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"12742","5.312900","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12744","5.313465","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"12746","5.313688","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12748","5.314220","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12750","5.314768","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12752","5.314995","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","36.0"
"12754","5.315201","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","54.0"
"12756","5.315397","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12758","5.315920","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12760","5.316142","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12762","5.316339","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","54.0"
"12764","5.316862","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12766","5.317419","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12768","5.317750","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12770","5.317933","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","54.0"
"12772","5.318138","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12774","5.318715","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12776","5.318919","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","54.0"
"12778","5.319243","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12780","5.319427","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","54.0"
"12782","5.319606","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","54.0"
"12784","5.319793","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12786","5.320352","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12788","5.320591","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12790","5.321249","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","54.0"
"12792","5.321428","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","54.0"
"12794","5.321752","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12796","5.322107","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12798","5.323108","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12800","5.323313","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12802","5.323554","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12804","5.323733","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","54.0"
"12806","5.324048","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12808","5.324421","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12810","5.324612","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12812","5.324791","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","54.0"
"12815","5.325130","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","54.0"
"12817","5.325445","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12819","5.325628","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","54.0"
"12821","5.325833","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12823","5.326021","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","54.0"
"12825","5.326354","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12827","5.326941","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","54.0"
"12829","5.327191","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12831","5.327370","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","54.0"
"12833","5.327602","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12835","5.328342","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12837","5.328877","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12839","5.329232","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12841","5.329976","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12843","5.330682","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12845","5.331417","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12847","5.331621","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12849","5.332352","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12851","5.332609","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12853","5.332924","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12855","5.333695","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12857","5.333925","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12859","5.334240","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12861","5.334440","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12863","5.334636","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12865","5.335376","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12867","5.335716","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12869","5.336053","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","18.0"
"12871","5.337171","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12873","5.337437","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12875","5.337660","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12877","5.338400","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12879","5.338648","10.1.1.2","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12881","5.338835","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12883","5.339924","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12885","5.340163","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12887","5.340922","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12889","5.341709","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12891","5.342257","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12893","5.342737","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"12895","5.343273","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12897","5.343812","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12899","5.344310","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","12.0"
"12901","5.344855","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12903","5.345547","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12905","5.346241","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12907","5.346509","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12909","5.346786","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12911","5.347650","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12913","5.347945","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12915","5.348468","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12917","5.349016","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12919","5.349246","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12921","5.349769","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12923","5.350534","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12925","5.351312","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12927","5.352069","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12929","5.353013","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12931","5.353807","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12933","5.354010","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12935","5.354759","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12937","5.355307","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12939","5.355846","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12941","5.356058","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12943","5.356807","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12945","5.357562","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12947","5.358356","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12949","5.358577","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12951","5.359335","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12953","5.360100","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12955","5.360639","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12957","5.360851","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12959","5.361591","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12961","5.362193","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12963","5.362741","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12965","5.363280","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
"12967","5.363483","10.1.1.5","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","48.0"
"12969","5.364215","10.1.1.3","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","6.0"
"12971","5.364790","10.1.1.4","10.1.1.1","UDP","488","49153  >  discard(9) Len=400","9.0"
